Experiment	Lawn_bacterium	Plate	Colony	Measurement	Colony_diameter	Halo_diameter
II	S736	4	Top_left	3	0.861	1.393
II	S736	4	Top_left	4	0.871	1.276
II	S736	4	Top_left	5	0.861	1.308
II	S736	5	Top_left	1	1.042	1.518
II	S736	5	Top_left	2	1.038	1.527
II	S736	5	Top_left	3	1.06	1.554
II	S736	5	Top_left	4	1.078	1.531
II	S736	5	Top_left	5	1.04	1.554
III	R179	1	Top_left	1	1.206	2.263
III	R179	1	Top_left	2	1.173	2.186
III	R179	1	Top_left	3	1.222	2.22
III	R179	1	Top_left	4	1.187	2.252
III	R179	1	Top_left	5	1.167	2.204
III	R179	2	Top_left	1	1.263	2.281
III	R179	2	Top_left	2	1.21	2.299
III	R179	2	Top_left	3	1.263	2.303
III	R179	2	Top_left	4	1.271	2.317
III	R179	2	Top_left	5	1.285	2.299
III	R179	3	Top_left	1	1.248	2.29
III	R179	3	Top_left	2	1.206	2.299
III	R179	3	Top_left	3	1.272	2.269
III	R179	3	Top_left	4	1.295	2.268
III	R179	3	Top_left	5	1.259	2.263
III	R179	4	Top_left	1	1.283	2.364
III	R179	4	Top_left	2	1.203	2.329
III	R179	4	Top_left	3	1.308	2.388
III	R179	4	Top_left	4	1.288	2.361
III	R179	4	Top_left	5	1.283	2.317
III	R179	5	Top_left	1	1.245	2.413
III	R179	5	Top_left	2	1.156	2.329
III	R179	5	Top_left	3	1.208	2.389
III	R179	5	Top_left	4	1.225	2.369
III	R179	5	Top_left	5	1.224	2.461
III	R402	1	Top_left	1	0.971	1.479
III	R402	1	Top_left	2	0.962	1.439
III	R402	1	Top_left	3	1	1.565
III	R402	1	Top_left	4	0.991	1.514
III	R402	1	Top_left	5	0.962	1.485
III	R402	2	Top_left	1	0.963	1.402
III	R402	2	Top_left	2	0.927	1.462
III	R402	2	Top_left	3	0.973	1.478
III	R402	2	Top_left	4	0.989	1.404
III	R402	2	Top_left	5	0.969	1.391
III	R402	3	Top_left	1	1.147	1.664
III	R402	3	Top_left	2	1.105	1.58
III	R402	3	Top_left	3	1.163	1.671
III	R402	3	Top_left	4	1.194	1.623
III	R402	3	Top_left	5	1.134	1.57
III	R402	4	Top_left	1	1.002	1.605
III	R402	4	Top_left	2	1	1.64
III	R402	4	Top_left	3	1.076	1.601
III	R402	4	Top_left	4	1.065	1.663
III	R402	4	Top_left	5	1.034	1.616
III	R402	5	Top_left	1	0.998	1.658
III	R402	5	Top_left	2	0.962	1.604
III	R402	5	Top_left	3	1.059	1.672
III	R402	5	Top_left	4	1.019	1.627
III	R402	5	Top_left	5	0.998	1.658
III	R50	1	Top_left	1	1.176	1.485
III	R50	1	Top_left	2	1.138	1.497
III	R50	1	Top_left	3	1.19	1.577
III	R50	1	Top_left	4	1.202	1.591
III	R50	1	Top_left	5	1.17	1.545
III	R50	2	Top_left	1	1.165	1.695
III	R50	2	Top_left	2	1.158	1.604
III	R50	2	Top_left	3	1.186	1.62
III	R50	2	Top_left	4	1.215	1.613
III	R50	2	Top_left	5	1.185	1.587
III	R50	3	Top_left	1	1.09	1.605
III	R50	3	Top_left	2	1.063	1.587
III	R50	3	Top_left	3	1.103	1.636
III	R50	3	Top_left	4	1.102	1.678
III	R50	3	Top_left	5	1.099	1.586
III	R50	4	Top_left	1	1.167	1.693
III	R50	4	Top_left	2	1.132	1.587
III	R50	4	Top_left	3	1.199	1.686
III	R50	4	Top_left	4	1.187	1.672
III	R50	4	Top_left	5	1.173	1.64
III	R50	5	Top_left	1	1.176	1.729
III	R50	5	Top_left	2	1.147	1.731
III	R50	5	Top_left	3	1.188	1.699
III	R50	5	Top_left	4	1.186	1.716
III	R50	5	Top_left	5	1.159	1.714
III	S728	1	Top_left	1	2.162	2.162
III	S728	1	Top_left	2	1.983	1.983
III	S728	1	Top_left	3	2.057	2.057
III	S728	1	Top_left	4	2.18	2.18
III	S728	1	Top_left	5	2.13	2.13
III	S728	2	Top_left	1	1.916	1.916
III	S728	2	Top_left	2	1.764	1.764
III	S728	2	Top_left	3	1.836	1.836
III	S728	2	Top_left	4	1.911	1.911
III	S728	2	Top_left	5	1.907	1.907
III	S728	3	Top_left	1	1.991	1.991
III	S728	3	Top_left	2	1.865	1.865
III	S728	3	Top_left	3	1.936	1.936
III	S728	3	Top_left	4	1.957	1.957
III	S728	3	Top_left	5	1.961	1.961
III	S728	4	Top_left	1	1.984	1.984
III	S728	4	Top_left	2	1.842	1.842
III	S728	4	Top_left	3	1.883	1.883
III	S728	4	Top_left	4	2.03	2.03
III	S728	4	Top_left	5	1.966	1.966
III	S728	5	Top_left	1	1.914	1.914
III	S728	5	Top_left	2	1.836	1.836
III	S728	5	Top_left	3	1.907	1.907
III	S728	5	Top_left	4	1.926	1.926
III	S728	5	Top_left	5	1.913	1.913
IV	R105	1	Top_left	1	0.956	1.788
IV	R105	1	Top_left	2	0.989	1.736
IV	R105	1	Top_left	3	1.057	1.776
IV	R105	1	Top_left	4	1.028	1.77
IV	R105	1	Top_left	5	0.985	1.699
IV	R105	2	Top_left	1	1.058	1.982
IV	R105	2	Top_left	2	1.022	1.965
IV	R105	2	Top_left	3	1.071	1.919
IV	R105	2	Top_left	4	1.072	1.899
IV	R105	2	Top_left	5	1.053	1.983
IV	R105	3	Top_left	1	0.958	2.001
IV	R105	3	Top_left	2	0.92	2.018
IV	R105	3	Top_left	3	0.953	1.932
IV	R105	3	Top_left	4	0.948	1.968
IV	R105	3	Top_left	5	0.956	1.929
IV	R105	4	Top_left	1	0.929	1.924
IV	R105	4	Top_left	2	0.912	1.906
IV	R105	4	Top_left	3	0.983	1.876
IV	R105	4	Top_left	4	0.993	1.879
IV	R105	4	Top_left	5	0.95	1.87
IV	R105	5	Top_left	1	0.996	2.116
IV	R105	5	Top_left	2	0.913	2.133
IV	R105	5	Top_left	3	0.981	2.155
IV	R105	5	Top_left	4	1.014	2.135
IV	R105	5	Top_left	5	0.966	2.151
IV	R1334	1	Top_left	1	1.804	3.395
IV	R1334	1	Top_left	2	1.732	3.948333333
IV	R1334	1	Top_left	3	1.748	3.513333333
IV	R1334	1	Top_left	4	1.79	3.526666667
IV	R1334	1	Top_left	5	1.79	3.405
IV	R1334	2	Top_left	1	1.899	3.378333333
IV	R1334	2	Top_left	2	1.863	3.433333333
IV	R1334	2	Top_left	3	1.871	3.42
IV	R1334	2	Top_left	4	1.865	3.273333333
IV	R1334	2	Top_left	5	1.869	3.215
IV	R1334	3	Top_left	1	1.732	3.158333333
IV	R1334	3	Top_left	2	1.746	3.006666667
IV	R1334	3	Top_left	3	1.781	3.125
IV	R1334	3	Top_left	4	1.771	3.231666667
IV	R1334	3	Top_left	5	1.755	3.036666667
IV	R1334	4	Top_left	1	1.637	2.973333333
IV	R1334	4	Top_left	2	1.497	3.006666667
IV	R1334	4	Top_left	3	1.673	2.976666667
IV	R1334	4	Top_left	4	1.629	2.968333333
IV	R1334	4	Top_left	5	1.628	2.948333333
IV	R1334	5	Top_left	1	1.641	3.096666667
IV	R1334	5	Top_left	2	1.583	3.053333333
IV	R1334	5	Top_left	3	1.643	3.041666667
IV	R1334	5	Top_left	4	1.663	3.066666667
IV	R1334	5	Top_left	5	1.634	3.035
IV	R483D1	1	Top_left	1	1.721	3.322
IV	R483D1	1	Top_left	2	1.712	3.018
IV	R483D1	1	Top_left	3	1.754	3.409
IV	R483D1	1	Top_left	4	1.743	3.208
IV	R483D1	1	Top_left	5	1.703	3.214
IV	R483D1	2	Top_left	1	1.676	3.339
IV	R483D1	2	Top_left	2	1.619	3.09
IV	R483D1	2	Top_left	3	1.69	3.244
IV	R483D1	2	Top_left	4	1.678	3.245
IV	R483D1	2	Top_left	5	1.682	3.251
IV	R483D1	3	Top_left	1	1.688	3.393
IV	R483D1	3	Top_left	2	1.619	3.268
IV	R483D1	3	Top_left	3	1.654	3.342
IV	R483D1	3	Top_left	4	1.697	3.346
IV	R483D1	3	Top_left	5	1.685	3.321
IV	R483D1	4	Top_left	1	1.738	3.304
IV	R483D1	4	Top_left	2	1.699	3.054
IV	R483D1	4	Top_left	3	1.723	3.291
IV	R483D1	4	Top_left	4	1.71	3.341
IV	R483D1	4	Top_left	5	1.711	3.394
IV	R483D1	5	Top_left	1	1.649	3.473
IV	R483D1	5	Top_left	2	1.652	3.303
IV	R483D1	5	Top_left	3	1.657	3.465
IV	R483D1	5	Top_left	4	1.686	3.401
IV	R483D1	5	Top_left	5	1.649	3.411
IV	R670	1	Top_left	1	1.747	3.396
IV	R670	1	Top_left	2	1.646	3.471
IV	R670	1	Top_left	3	1.739	3.333
IV	R670	1	Top_left	4	1.729	3.352
IV	R670	1	Top_left	5	1.723	3.438
IV	R670	2	Top_left	1	1.857	3.411
IV	R670	2	Top_left	2	1.807	3.354
IV	R670	2	Top_left	3	1.851	3.455
IV	R670	2	Top_left	4	1.887	3.378
IV	R670	2	Top_left	5	1.884	3.336
IV	R670	3	Top_left	1	1.887	3.544
IV	R670	3	Top_left	2	1.723	3.403
IV	R670	3	Top_left	3	1.842	3.415
IV	R670	3	Top_left	4	1.845	3.449
IV	R670	3	Top_left	5	1.884	3.488
IV	R670	4	Top_left	1	1.765	3.448
IV	R670	4	Top_left	2	1.783	3.494
IV	R670	4	Top_left	3	1.76	3.298
IV	R670	4	Top_left	4	1.782	3.45
IV	R670	4	Top_left	5	1.758	3.452
IV	R670	5	Top_left	1	1.753	3.637
IV	R670	5	Top_left	2	1.756	3.655
IV	R670	5	Top_left	3	1.823	3.681
IV	R670	5	Top_left	4	1.82	3.65
IV	R670	5	Top_left	5	1.753	3.642
IV	S728	1	Top_left	1	1.756	2.024
IV	S728	1	Top_left	2	1.72	2.021
IV	S728	1	Top_left	3	1.78	2.097
IV	S728	1	Top_left	4	1.774	2.024
IV	S728	1	Top_left	5	1.75	2.077
IV	S728	2	Top_left	1	1.683	3.413333333
IV	S728	2	Top_left	2	1.638	3.33
IV	S728	2	Top_left	3	1.711	3.335
IV	S728	2	Top_left	4	1.708	3.453333333
IV	S728	2	Top_left	5	1.674	3.411666667
IV	S728	3	Top_left	1	1.536	3.163333333
IV	S728	3	Top_left	2	1.5	3.195
IV	S728	3	Top_left	3	1.594	3.136666667
IV	S728	3	Top_left	4	1.563	3.135
IV	S728	3	Top_left	5	1.554	3.135
IV	S728	4	Top_left	1	1.603	3.255
IV	S728	4	Top_left	2	1.536	3.331666667
IV	S728	4	Top_left	3	1.605	3.295
IV	S728	4	Top_left	4	1.622	3.255
IV	S728	4	Top_left	5	1.585	3.293333333
IV	S728	5	Top_left	1	1.539	3.256666667
IV	S728	5	Top_left	2	1.539	3.135
IV	S728	5	Top_left	3	1.589	3.213333333
IV	S728	5	Top_left	4	1.601	3.295
IV	S728	5	Top_left	5	1.536	3.055
IV	S782	1	Top_left	1	1.071	2.572
IV	S782	1	Top_left	2	1.033	2.595
IV	S782	1	Top_left	3	1.127	2.655
IV	S782	1	Top_left	4	1.122	2.546
IV	S782	1	Top_left	5	1.069	2.585
IV	S782	2	Top_left	1	1	2.42
IV	S782	2	Top_left	2	0.926	2.393
IV	S782	2	Top_left	3	1.022	2.413
IV	S782	2	Top_left	4	1.014	2.432
IV	S782	2	Top_left	5	1.006	2.465
IV	S782	3	Top_left	1	1.037	2.357
IV	S782	3	Top_left	2	1.036	2.405
IV	S782	3	Top_left	3	1.092	2.375
IV	S782	3	Top_left	4	1.109	2.345
IV	S782	3	Top_left	5	1.068	2.333
IV	S782	4	Top_left	1	1.036	2.501
IV	S782	4	Top_left	2	1.033	2.501
IV	S782	4	Top_left	3	1.127	2.451
IV	S782	4	Top_left	4	1.072	2.534
IV	S782	4	Top_left	5	1.045	2.501
IV	S782	5	Top_left	1	1.042	2.442
IV	S782	5	Top_left	2	1.012	2.476
IV	S782	5	Top_left	3	1.087	2.437
IV	S782	5	Top_left	4	1.06	2.429
IV	S782	5	Top_left	5	1.071	2.464
V	R29	1	Top_left	1	0.892	1.672
V	R29	1	Top_left	2	0.869	1.525
V	R29	1	Top_left	3	0.907	1.63
V	R29	1	Top_left	4	0.912	1.609
V	R29	1	Top_left	5	0.898	1.628
V	R29	2	Top_left	1	1.104	1.721
V	R29	2	Top_left	2	0.924	1.559
V	R29	2	Top_left	3	1.125	1.695
V	R29	2	Top_left	4	1.041	1.606
V	R29	2	Top_left	5	1.111	1.697
V	R29	3	Top_left	1	0.907	1.631
V	R29	3	Top_left	2	0.876	1.631
V	R29	3	Top_left	3	0.896	1.622
V	R29	3	Top_left	4	0.909	1.641
V	R29	3	Top_left	5	0.897	1.615
V	R29	4	Top_left	1	0.868	1.465
V	R29	4	Top_left	2	0.836	1.531
V	R29	4	Top_left	3	0.858	1.537
V	R29	4	Top_left	4	0.86	1.464
V	R29	4	Top_left	5	0.864	1.473
V	R29	5	Top_left	1	0.98	1.72
V	R29	5	Top_left	2	0.936	1.576
V	R29	5	Top_left	3	0.975	1.64
V	R29	5	Top_left	4	0.965	1.664
V	R29	5	Top_left	5	0.98	1.654
V	R85	1	Top_left	1	0.791	1.606
V	R85	1	Top_left	2	0.751	1.582
V	R85	1	Top_left	3	0.806	1.557
V	R85	1	Top_left	4	0.796	1.534
V	R85	1	Top_left	5	0.791	1.561
V	R85	2	Top_left	1	0.771	1.508
V	R85	2	Top_left	2	0.746	1.509
V	R85	2	Top_left	3	0.763	1.531
V	R85	2	Top_left	4	0.752	1.57
V	R85	2	Top_left	5	0.777	1.525
V	R85	3	Top_left	1	0.816	1.582
V	R85	3	Top_left	2	0.794	1.559
V	R85	3	Top_left	3	0.822	1.562
V	R85	3	Top_left	4	0.79	1.52
V	R85	3	Top_left	5	0.813	1.54
V	R85	4	Top_left	1	0.782	1.407
V	R85	4	Top_left	2	0.752	1.457
V	R85	4	Top_left	3	0.776	1.448
V	R85	4	Top_left	4	0.76	1.451
V	R85	4	Top_left	5	0.775	1.458
V	R85	5	Top_left	1	0.799	1.543
V	R85	5	Top_left	2	0.78	1.492
V	R85	5	Top_left	3	0.796	1.465
V	R85	5	Top_left	4	0.794	1.57
V	R85	5	Top_left	5	0.801	1.559
V	Rs	4	Bottom_right	1	0.758	0.96
V	Rs	4	Bottom_right	2	0.719	0.938
V	Rs	4	Bottom_right	3	0.743	0.946
V	Rs	4	Bottom_right	4	0.736	0.975
V	Rs	4	Bottom_right	5	0.764	0.983
V	Rs	4	Bottom_left	1	0.749	0.8346
V	Rs	4	Bottom_left	2	0.722	0.7852
V	Rs	4	Bottom_left	3	0.737	0.8284
V	Rs	4	Bottom_left	4	0.744	0.8328
V	Rs	4	Bottom_left	5	0.744	0.8482
V	Rs	4	Bottom_center	1	0.678	1.031
V	Rs	4	Bottom_center	2	0.661	1.04
V	Rs	4	Bottom_center	3	0.675	1.035
V	Rs	4	Bottom_center	4	0.696	1.015
V	Rs	4	Bottom_center	5	0.682	1.029
V	Rs	5	Top_right	1	0.778	1.121
V	Rs	5	Top_right	2	0.717	1.153
V	Rs	5	Top_right	3	0.768	1.199
V	Rs	5	Top_right	4	0.775	1.143
V	Rs	5	Top_right	5	0.78	1.137
V	Rs	5	Top_left	1	0.72	0.961
V	Rs	5	Top_left	2	0.674	0.983
V	Rs	5	Top_left	3	0.701	0.741
V	Rs	5	Top_left	4	0.712	0.897
V	Rs	5	Top_left	5	0.72	1.093
V	S805	1	Top_left	1	0.976	2.136
V	S805	1	Top_left	2	0.932	2.067
V	S805	1	Top_left	3	0.953	2.144
V	S805	1	Top_left	4	0.965	2.123
V	S805	1	Top_left	5	0.962	2.136
V	S805	2	Top_left	1	1.014	2.059
V	S805	2	Top_left	2	0.974	2.008
V	S805	2	Top_left	3	1.003	2.015
V	S805	2	Top_left	4	1.012	2.032
V	S805	2	Top_left	5	1.018	2.008
V	S805	3	Top_left	1	0.989	2.135
V	S805	3	Top_left	2	0.97	2.012
V	S805	3	Top_left	3	0.979	2.077
V	S805	3	Top_left	4	0.992	2.115
V	S805	3	Top_left	5	0.983	2.848
V	S805	4	Top_left	1	0.966	2.136
V	S805	4	Top_left	2	0.924	2.104
V	S805	4	Top_left	3	0.945	2.093
V	S805	4	Top_left	4	0.943	2.161
V	S805	4	Top_left	5	0.955	2.115
V	S805	5	Top_left	1	0.943	2.101
V	S805	5	Top_left	2	0.908	1.952
V	S805	5	Top_left	3	0.94	2.09
V	S805	5	Top_left	4	0.929	2.049
V	S805	5	Top_left	5	0.944	2.086
I	R22	1	Top_right	1	1.315	2.446
I	R22	1	Top_right	2	1.262	2.41
I	R22	1	Top_right	3	1.32	2.411
I	R22	1	Top_right	4	1.311	2.368
I	R22	1	Top_right	5	1.315	2.339
I	R22	2	Top_right	1	1.304	2.856
I	R22	2	Top_right	2	1.277	2.713
I	R22	2	Top_right	3	1.289	2.754
I	R22	2	Top_right	4	1.313	2.828
I	R22	2	Top_right	5	1.295	2.714
I	R22	3	Top_right	1	1.267	2.526
I	R22	3	Top_right	2	1.25	2.505
I	R22	3	Top_right	3	1.291	2.558
I	R22	3	Top_right	4	1.307	2.553
I	R22	3	Top_right	5	1.279	2.577
I	R22	4	Top_right	1	1.213	2.737
I	R22	4	Top_right	2	1.173	2.701
I	R22	4	Top_right	3	1.252	2.72
I	R22	4	Top_right	4	1.238	2.673
I	R22	4	Top_right	5	1.235	2.703
I	R22	5	Top_right	1	1.35	2.63
I	R22	5	Top_right	2	1.282	2.595
I	R22	5	Top_right	3	1.332	2.729
I	R22	5	Top_right	4	1.353	2.782
I	R22	5	Top_right	5	1.348	2.721
I	R265	1	Top_right	1	1.394	5
I	R265	1	Top_right	2	1.322	5
I	R265	1	Top_right	3	1.384	5
I	R265	1	Top_right	4	1.408	5
I	R265	1	Top_right	5	1.394	5
I	R265	2	Top_right	1	1.338	5
I	R265	2	Top_right	2	1.296	5
I	R265	2	Top_right	3	1.351	5
I	R265	2	Top_right	4	1.351	5
I	R265	2	Top_right	5	1.32	5
I	R265	3	Top_right	1	1.267	5
I	R265	3	Top_right	2	1.22	5
I	R265	3	Top_right	3	1.265	5
I	R265	3	Top_right	4	1.279	5
I	R265	3	Top_right	5	1.285	5
I	R265	4	Top_right	1	1.279	5
I	R265	4	Top_right	2	1.232	5
I	R265	4	Top_right	3	1.276	5
I	R265	4	Top_right	4	1.287	5
I	R265	4	Top_right	5	1.302	5
I	R265	5	Top_right	1	1.313	5
I	R265	5	Top_right	2	1.278	5
I	R265	5	Top_right	3	1.347	5
I	R265	5	Top_right	4	1.311	5
I	R265	5	Top_right	5	1.319	5
I	R4	1	Top_right	1	1.277	2.84
I	R4	1	Top_right	2	1.241	2.804
I	R4	1	Top_right	3	1.265	2.894
I	R4	1	Top_right	4	1.305	2.964
I	R4	1	Top_right	5	1.277	2.823
I	R4	2	Top_right	1	1.44	2.559
I	R4	2	Top_right	2	1.405	2.607
I	R4	2	Top_right	3	1.465	2.579
I	R4	2	Top_right	4	1.426	2.622
I	R4	2	Top_right	5	1.465	2.608
I	R4	3	Top_right	1	1.446	2.667
I	R4	3	Top_right	2	1.404	2.773
I	R4	3	Top_right	3	1.433	2.667
I	R4	3	Top_right	4	1.435	2.64
I	R4	3	Top_right	5	1.422	2.614
I	R4	4	Top_right	1	1.298	2.827
I	R4	4	Top_right	2	1.253	2.844
I	R4	4	Top_right	3	1.275	2.881
I	R4	4	Top_right	4	1.316	2.814
I	R4	4	Top_right	5	1.298	2.667
I	R4	5	Top_right	1	1.396	3.218
I	R4	5	Top_right	2	1.33	3.039
I	R4	5	Top_right	3	1.378	3.036
I	R4	5	Top_right	4	1.398	3.056
I	R4	5	Top_right	5	1.402	2.988
I	R553	1	Top_right	1	1.322	2.827
I	R553	1	Top_right	2	1.39	2.735
I	R553	1	Top_right	3	1.416	2.753
I	R553	1	Top_right	4	1.345	2.799
I	R553	1	Top_right	5	1.383	2.774
I	R553	2	Top_right	1	1.399	2.792
I	R553	2	Top_right	2	1.313	2.798
I	R553	2	Top_right	3	1.371	2.86
I	R553	2	Top_right	4	1.392	2.86
I	R553	2	Top_right	5	1.39	2.806
I	R553	3	Top_right	1	1.393	3.061
I	R553	3	Top_right	2	1.323	2.942
I	R553	3	Top_right	3	1.354	3.038
I	R553	3	Top_right	4	1.348	3.155
I	R553	3	Top_right	5	1.382	3.195
I	R553	4	Top_right	1	1.417	3.168
I	R553	4	Top_right	2	1.405	3.095
I	R553	4	Top_right	3	1.423	3.155
I	R553	4	Top_right	4	1.398	3.097
I	R553	4	Top_right	5	1.417	3.083
I	R553	5	Top_right	1	1.43	3.34
I	R553	5	Top_right	2	1.395	3.238
I	R553	5	Top_right	3	1.416	3.365
I	R553	5	Top_right	4	1.415	3.305
I	R553	5	Top_right	5	1.412	3.322
I	R667	1	Top_right	1	1.518	2.375
I	R667	1	Top_right	2	1.473	2.25
I	R667	1	Top_right	3	1.53	2.421
I	R667	1	Top_right	4	1.505	2.392
I	R667	1	Top_right	5	1.518	2.429
I	R667	2	Top_right	1	1.536	2.447
I	R667	2	Top_right	2	1.473	2.465
I	R667	2	Top_right	3	1.519	2.675
I	R667	2	Top_right	4	1.504	2.586
I	R667	2	Top_right	5	1.482	2.628
I	R667	3	Top_right	1	1.545	2.489
I	R667	3	Top_right	2	1.465	2.42
I	R667	3	Top_right	3	1.553	2.49
I	R667	3	Top_right	4	1.537	2.423
I	R667	3	Top_right	5	1.511	2.456
I	R667	4	Top_right	1	1.435	2.352
I	R667	4	Top_right	2	1.408	2.369
I	R667	4	Top_right	3	1.45	2.376
I	R667	4	Top_right	4	1.408	2.363
I	R667	4	Top_right	5	1.433	2.369
I	R667	5	Top_right	1	1.527	2.465
I	R667	5	Top_right	2	1.473	2.323
I	R667	5	Top_right	3	1.55	2.397
I	R667	5	Top_right	4	1.554	2.4
I	R667	5	Top_right	5	1.509	2.429
II	R483D2	1	Top_right	1	1.585	3.375
II	R483D2	1	Top_right	2	1.495	3.387
II	R483D2	1	Top_right	3	1.569	3.321
II	R483D2	1	Top_right	4	1.569	3.297
II	R483D2	1	Top_right	5	1.576	3.327
II	R483D2	2	Top_right	1	1.507	2.991
II	R483D2	2	Top_right	2	1.435	3.041
II	R483D2	2	Top_right	3	1.478	2.968
II	R483D2	2	Top_right	4	1.492	3.061
II	R483D2	2	Top_right	5	1.514	2.894
II	R483D2	3	Top_right	1	1.485	3.175
II	R483D2	3	Top_right	2	1.437	3.21
II	R483D2	3	Top_right	3	1.484	3.229
II	R483D2	3	Top_right	4	1.494	3.281
II	R483D2	3	Top_right	5	1.491	3.235
II	R483D2	4	Top_right	1	1.485	3.467
II	R483D2	4	Top_right	2	1.431	3.467
II	R483D2	4	Top_right	3	1.486	3.465
II	R483D2	4	Top_right	4	1.465	3.489
II	R483D2	4	Top_right	5	1.455	3.487
II	R483D2	5	Top_right	1	1.414	3.213
II	R483D2	5	Top_right	2	1.378	3.205
II	R483D2	5	Top_right	3	1.447	3.116
II	R483D2	5	Top_right	4	1.441	3.293
II	R483D2	5	Top_right	5	1.419	3.196
II	R930	1	Top_right	1	1.288	2.978
II	R930	1	Top_right	2	1.221	2.943
II	R930	1	Top_right	3	1.297	2.971
II	R930	1	Top_right	4	1.287	2.985
II	R930	1	Top_right	5	1.293	2.979
II	R930	2	Top_right	1	1.275	2.925
II	R930	2	Top_right	2	1.215	3.032
II	R930	2	Top_right	3	1.255	3.002
II	R930	2	Top_right	4	1.27	3.064
II	R930	2	Top_right	5	1.26	3.079
II	R930	3	Top_right	1	1.15	3.357
II	R930	3	Top_right	2	1.111	3.298
II	R930	3	Top_right	3	1.168	3.254
II	R930	3	Top_right	4	1.17	3.417
II	R930	3	Top_right	5	1.153	3.373
II	R930	4	Top_right	1	1.239	3.437
II	R930	4	Top_right	2	1.221	3.476
II	R930	4	Top_right	3	1.259	3.525
II	R930	4	Top_right	4	1.254	3.429
II	R930	4	Top_right	5	1.245	3.455
II	R930	5	Top_right	1	1.13	3.63
II	R930	5	Top_right	2	1.105	3.572
II	R930	5	Top_right	3	1.124	3.511
II	R930	5	Top_right	4	1.143	3.668
II	R930	5	Top_right	5	1.108	3.537
II	S736	1	Top_right	1	1.33	5
II	S736	1	Top_right	2	1.281	5
II	S736	1	Top_right	3	1.319	5
II	S736	1	Top_right	4	1.352	5
II	S736	1	Top_right	5	1.345	5
II	S736	2	Top_right	1	1.19	5
II	S736	2	Top_right	2	1.196	5
II	S736	2	Top_right	3	1.19	5
II	S736	2	Top_right	4	1.217	5
II	S736	2	Top_right	5	1.227	5
II	S736	3	Top_right	1	1.044	5
II	S736	3	Top_right	2	0.999	5
II	S736	3	Top_right	3	1.025	5
II	S736	3	Top_right	4	1.045	5
II	S736	3	Top_right	5	1.044	5
II	S736	4	Top_right	1	0.932	5
II	S736	4	Top_right	2	0.928	5
II	S736	4	Top_right	3	0.933	5
II	S736	4	Top_right	4	0.972	5
II	S736	4	Top_right	5	0.943	5
II	S736	5	Top_right	1	1.114	5
II	S736	5	Top_right	2	1.111	5
II	S736	5	Top_right	3	1.132	5
II	S736	5	Top_right	4	1.162	5
II	S736	5	Top_right	5	1.116	5
III	R179	1	Top_right	1	1.386	2.875
III	R179	1	Top_right	2	1.308	2.796
III	R179	1	Top_right	3	1.361	2.793
III	R179	1	Top_right	4	1.353	2.717
III	R179	1	Top_right	5	1.37	2.769
III	R179	2	Top_right	1	1.304	2.657
III	R179	2	Top_right	2	1.239	2.568
III	R179	2	Top_right	3	1.307	2.775
III	R179	2	Top_right	4	1.263	2.716
III	R179	2	Top_right	5	1.319	2.64
III	R179	3	Top_right	1	1.219	2.469
III	R179	3	Top_right	2	1.174	2.666
III	R179	3	Top_right	3	1.227	2.451
III	R179	3	Top_right	4	1.248	2.654
III	R179	3	Top_right	5	1.214	1.453
III	R179	4	Top_right	1	1.239	2.887
III	R179	4	Top_right	2	1.188	2.804
III	R179	4	Top_right	3	1.216	2.864
III	R179	4	Top_right	4	1.263	2.865
III	R179	4	Top_right	5	1.243	2.887
III	R179	5	Top_right	1	1.319	2.864
III	R179	5	Top_right	2	1.28	2.854
III	R179	5	Top_right	3	1.356	2.631
III	R179	5	Top_right	4	1.32	2.784
III	R179	5	Top_right	5	1.325	2.804
III	R402	1	Top_right	1	1.109	1.712
III	R402	1	Top_right	2	1.074	1.699
III	R402	1	Top_right	3	1.117	1.738
III	R402	1	Top_right	4	1.11	1.757
III	R402	1	Top_right	5	1.108	1.699
III	R402	2	Top_right	1	1.212	1.949
III	R402	2	Top_right	2	1.216	1.877
III	R402	2	Top_right	3	1.232	1.957
III	R402	2	Top_right	4	1.235	2.001
III	R402	2	Top_right	5	1.217	1.949
III	R402	3	Top_right	1	1.107	1.949
III	R402	3	Top_right	2	1.074	1.937
III	R402	3	Top_right	3	1.109	1.957
III	R402	3	Top_right	4	1.099	1.975
III	R402	3	Top_right	5	1.11	1.962
III	R402	4	Top_right	1	1.035	2.022
III	R402	4	Top_right	2	1.002	2.045
III	R402	4	Top_right	3	1.062	2.063
III	R402	4	Top_right	4	1.092	2.11
III	R402	4	Top_right	5	1.034	1.997
III	R402	5	Top_right	1	1.004	2.05
III	R402	5	Top_right	2	0.967	2.085
III	R402	5	Top_right	3	1.035	2.126
III	R402	5	Top_right	4	1.038	2.041
III	R402	5	Top_right	5	1	2.087
III	R50	1	Top_right	1	1.283	1.426
III	R50	1	Top_right	2	1.236	1.399
III	R50	1	Top_right	3	1.26	1.447
III	R50	1	Top_right	4	1.289	1.454
III	R50	1	Top_right	5	1.265	1.427
III	R50	2	Top_right	1	1.254	1.57
III	R50	2	Top_right	2	1.18	1.55
III	R50	2	Top_right	3	1.268	1.519
III	R50	2	Top_right	4	1.282	1.559
III	R50	2	Top_right	5	1.239	1.516
III	R50	3	Top_right	1	1.286	1.538
III	R50	3	Top_right	2	1.256	1.604
III	R50	3	Top_right	3	1.311	1.577
