Lawn_bacterium	Mutant_setup	Iron	Plate	Colony_pos	Colony	Measurement	Halo_size_mm							
Rs	I	___	12	8	Bottom_center	2	4.076							
Rs	I	___	12	8	Bottom_center	3	3.913							
Rs	I	___	12	8	Bottom_center	4	3.898							
Rs	I	___	12	8	Bottom_center	5	3.950							
Rs	I	___	12	9	Bottom_right	1	5.172							
Rs	I	___	12	9	Bottom_right	2	5.581							
Rs	I	___	12	9	Bottom_right	3	4.884							
Rs	I	___	12	9	Bottom_right	4	4.749							
Rs	I	___	12	9	Bottom_right	5	5.340							
Rs	I	___	13	1	Top_left	1	4.749							
Rs	I	___	13	1	Top_left	2	4.492							
Rs	I	___	13	1	Top_left	3	4.407							
Rs	I	___	13	1	Top_left	4	4.492							
Rs	I	___	13	1	Top_left	5	4.492							
Rs	I	___	13	2	Top_center	1	5.938							
Rs	I	___	13	2	Top_center	2	5.593							
Rs	I	___	13	2	Top_center	3	5.001							
Rs	I	___	13	2	Top_center	4	5.172							
Rs	I	___	13	2	Top_center	5	5.464							
Rs	I	___	13	3	Top_right	1	5.509							
Rs	I	___	13	3	Top_right	2	5.679							
Rs	I	___	13	3	Top_right	3	5.339							
Rs	I	___	13	3	Top_right	4	5.255							
Rs	I	___	13	3	Top_right	5	5.424							
Rs	I	___	13	4	Mid_left	1	3.899							
Rs	I	___	13	4	Mid_left	2	3.817							
Rs	I	___	13	4	Mid_left	3	3.051							
Rs	I	___	13	4	Mid_left	4	3.817							
Rs	I	___	13	4	Mid_left	5	3.869							
Rs	I	___	13	5	Mid_center	1								
Rs	I	___	13	5	Mid_center	2								
Rs	I	___	13	5	Mid_center	3								
Rs	I	___	13	5	Mid_center	4								
Rs	I	___	13	5	Mid_center	5								
Rs	I	___	13	6	Mid_right	1	4.408							
Rs	I	___	13	6	Mid_right	2	4.576							
Rs	I	___	13	6	Mid_right	3	4.576							
Rs	I	___	13	6	Mid_right	4	4.579							
Rs	I	___	13	6	Mid_right	5	4.331							
Rs	I	___	13	7	Bottom_left	1								
Rs	I	___	13	7	Bottom_left	2								
Rs	I	___	13	7	Bottom_left	3								
Rs	I	___	13	7	Bottom_left	4								
Rs	I	___	13	7	Bottom_left	5								
Rs	I	___	13	8	Bottom_center	1	4.069							
Rs	I	___	13	8	Bottom_center	2	4.323							
Rs	I	___	13	8	Bottom_center	3	3.983							
Rs	I	___	13	8	Bottom_center	4	3.729							
Rs	I	___	13	8	Bottom_center	5	4.170							
Rs	I	___	13	9	Bottom_right	1	5.678							
Rs	I	___	13	9	Bottom_right	2	5.768							
Rs	I	___	13	9	Bottom_right	3	4.842							
Rs	I	___	13	9	Bottom_right	4	4.747							
Rs	I	___	13	9	Bottom_right	5	4.783							
Rs	I	___	14	1	Top_left	1	5.001					106	-90.971	5.001
Rs	I	___	14	1	Top_left	2	5.085					167	0.000	5.085
Rs	I	___	14	1	Top_left	3	4.831					190	-90.000	4.831
Rs	I	___	14	1	Top_left	4	4.831					251.667	0.000	4.831
Rs	I	___	14	1	Top_left	5	4.869					121.000	-58.523	4.869
Rs	I	___	14	2	Top_center	1	6.695					239.865	-89.275	6.695
Rs	I	___	14	2	Top_center	2	6.443					142.000	1.507	6.443
Rs	I	___	14	2	Top_center	3	6.104					147.000	-88.409	6.104
Rs	I	___	14	2	Top_center	4	6.187					153.667	0.785	6.187
Rs	I	___	14	2	Top_center	5	6.443					249.515	-63.435	6.443
Rs	I	___	14	3	Top_right	1	5.975					95.000	-89.187	5.975
Rs	I	___	14	3	Top_right	2	5.806					97.667	0.836	5.806
Rs	I	___	14	3	Top_right	3	5.850					157.333	-91.660	5.850
Rs	I	___	14	3	Top_right	4	5.424					157.000	-0.448	5.424
Rs	I	___	14	3	Top_right	5	5.744					171.000	-68.356	5.744
Rs	I	___	14	4	Mid_left	1	3.687					138.000	-89.341	3.687
Rs	I	___	14	4	Mid_left	2	3.519					180.500	2.070	3.519
Rs	I	___	14	4	Mid_left	3	3.432					143.833	-89.293	3.432
Rs	I	___	14	4	Mid_left	4	3.559					162.667	180.000	3.559
Rs	I	___	14	4	Mid_left	5	3.886					119.833	-62.038	3.886
Rs	I	___	14	5	Mid_center	1						147.000	-88.877	4.323
Rs	I	___	14	5	Mid_center	2						132.333	2.010	4.833
Rs	I	___	14	5	Mid_center	3						145.667	-86.424	4.076
Rs	I	___	14	5	Mid_center	4						149.667	-47.420	4.258
Rs	I	___	14	5	Mid_center	5						104.667	-66.371	4.440
Rs	I	___	14	6	Mid_right	1	4.323					149.667	-89.265	3.305
Rs	I	___	14	6	Mid_right	2	4.833					130.583	0.666	3.644
Rs	I	___	14	6	Mid_right	3	4.076					157.667	-90.000	3.432
Rs	I	___	14	6	Mid_right	4	4.258					130.500	2.386	3.053
Rs	I	___	14	6	Mid_right	5	4.440					136.167	-62.176	3.450
Rs	I	___	14	7	Bottom_left	1						191.699	-90.924	5.255
Rs	I	___	14	7	Bottom_left	2						145.333	0.909	5.340
Rs	I	___	14	7	Bottom_left	3						234.251	-85.314	5.187
Rs	I	___	14	7	Bottom_left	4						163.667	0.000	4.831
Rs	I	___	14	7	Bottom_left	5						175.333	-66.801	5.163
Rs	I	___	14	8	Bottom_center	1	3.305							
Rs	I	___	14	8	Bottom_center	2	3.644							
Rs	I	___	14	8	Bottom_center	3	3.432							
Rs	I	___	14	8	Bottom_center	4	3.053							
Rs	I	___	14	8	Bottom_center	5	3.450							
Rs	I	___	14	9	Bottom_right	1	5.255							
Rs	I	___	14	9	Bottom_right	2	5.340							
Rs	I	___	14	9	Bottom_right	3	5.187							
Rs	I	___	14	9	Bottom_right	4	4.831							
Rs	I	___	14	9	Bottom_right	5	5.163							
Rs	I	___	15	1	Top_left	1	4.661							
Rs	I	___	15	1	Top_left	2	4.747							
Rs	I	___	15	1	Top_left	3	4.664							
Rs	I	___	15	1	Top_left	4	3.983							
Rs	I	___	15	1	Top_left	5	4.408							
Rs	I	___	15	2	Top_center	1	5.933							
Rs	I	___	15	2	Top_center	2	5.339							
Rs	I	___	15	2	Top_center	3	5.340							
Rs	I	___	15	2	Top_center	4	5.511							
Rs	I	___	15	2	Top_center	5	5.508							
Rs	I	___	15	3	Top_right	1	5.342							
Rs	I	___	15	3	Top_right	2	5.596							
Rs	I	___	15	3	Top_right	3	4.833							
Rs	I	___	15	3	Top_right	4	4.746							
Rs	I	___	15	3	Top_right	5	4.709							
Rs	I	___	15	4	Mid_left	1	3.391							
Rs	I	___	15	4	Mid_left	2	3.476							
Rs	I	___	15	4	Mid_left	3	3.306							
Rs	I	___	15	4	Mid_left	4	3.305							
Rs	I	___	15	4	Mid_left	5	3.564							
Rs	I	___	15	5	Mid_center	1								
Rs	I	___	15	5	Mid_center	2								
Rs	I	___	15	5	Mid_center	3								
Rs	I	___	15	5	Mid_center	4								
Rs	I	___	15	5	Mid_center	5								
Rs	I	___	15	6	Mid_right	1	3.475							
Rs	I	___	15	6	Mid_right	2	3.475							
Rs	I	___	15	6	Mid_right	3	3.814							
Rs	I	___	15	6	Mid_right	4	3.494							
Rs	I	___	15	6	Mid_right	5	3.377							
Rs	I	___	15	7	Bottom_left	1								
Rs	I	___	15	7	Bottom_left	2								
Rs	I	___	15	7	Bottom_left	3								
Rs	I	___	15	7	Bottom_left	4								
Rs	I	___	15	7	Bottom_left	5								
Rs	I	___	15	8	Bottom_center	1	3.560							
Rs	I	___	15	8	Bottom_center	2	3.645							
Rs	I	___	15	8	Bottom_center	3	3.653							
Rs	I	___	15	8	Bottom_center	4	3.476							
Rs	I	___	15	8	Bottom_center	5	3.730							
Rs	I	___	15	9	Bottom_right	1	4.916							
Rs	I	___	15	9	Bottom_right	2	4.916							
Rs	I	___	15	9	Bottom_right	3	4.831							
Rs	I	___	15	9	Bottom_right	4	4.776							
Rs	I	___	15	9	Bottom_right	5	4.988							
Rs	I	Fe	1	1	Top_left	1	3.306							
Rs	I	Fe	1	1	Top_left	2	3.051							
Rs	I	Fe	1	1	Top_left	3	2.542							
Rs	I	Fe	1	1	Top_left	4	2.544							
Rs	I	Fe	1	1	Top_left	5	2.849							
Rs	I	Fe	1	2	Top_center	1	4.492							
Rs	I	Fe	1	2	Top_center	2	4.322							
Rs	I	Fe	1	2	Top_center	3	3.817							
Rs	I	Fe	1	2	Top_center	4	4.237							
Rs	I	Fe	1	2	Top_center	5	4.019							
Rs	I	Fe	1	3	Top_right	1	2.966							
Rs	I	Fe	1	3	Top_right	2	3.056							
Rs	I	Fe	1	3	Top_right	3	2.798							
Rs	I	Fe	1	3	Top_right	4	2.960							
Rs	I	Fe	1	3	Top_right	5	3.137							
Rs	I	Fe	1	4	Mid_left	1	2.544							
Rs	I	Fe	1	4	Mid_left	2	2.798							
Rs	I	Fe	1	4	Mid_left	3	2.374							
Rs	I	Fe	1	4	Mid_left	4	2.802							
Rs	I	Fe	1	4	Mid_left	5	2.704							
Rs	I	Fe	1	5	Mid_center	1								
Rs	I	Fe	1	5	Mid_center	2								
Rs	I	Fe	1	5	Mid_center	3								
Rs	I	Fe	1	5	Mid_center	4								
Rs	I	Fe	1	5	Mid_center	5								
Rs	I	Fe	1	6	Mid_right	1	3.479							
Rs	I	Fe	1	6	Mid_right	2	3.391							
Rs	I	Fe	1	6	Mid_right	3	3.407							
Rs	I	Fe	1	6	Mid_right	4	3.416							
Rs	I	Fe	1	6	Mid_right	5	3.457							
Rs	I	Fe	1	7	Bottom_left	1								
Rs	I	Fe	1	7	Bottom_left	2								
Rs	I	Fe	1	7	Bottom_left	3								
Rs	I	Fe	1	7	Bottom_left	4								
Rs	I	Fe	1	7	Bottom_left	5								
Rs	I	Fe	1	8	Bottom_center	1	3.051							
Rs	I	Fe	1	8	Bottom_center	2	3.136							
Rs	I	Fe	1	8	Bottom_center	3	2.971							
Rs	I	Fe	1	8	Bottom_center	4	2.966							
Rs	I	Fe	1	8	Bottom_center	5	2.919							
Rs	I	Fe	1	9	Bottom_right	1	2.798							
Rs	I	Fe	1	9	Bottom_right	2	2.798							
Rs	I	Fe	1	9	Bottom_right	3	2.798							
Rs	I	Fe	1	9	Bottom_right	4	2.587							
Rs	I	Fe	1	9	Bottom_right	5	2.713							
Rs	I	Fe	2	1	Top_left	1	3.575							
Rs	I	Fe	2	1	Top_left	2	3.815							
Rs	I	Fe	2	1	Top_left	3	3.315							
Rs	I	Fe	2	1	Top_left	4	3.136							
Rs	I	Fe	2	1	Top_left	5	3.154							
Rs	I	Fe	2	2	Top_center	1	4.251							
Rs	I	Fe	2	2	Top_center	2	4.408							
Rs	I	Fe	2	2	Top_center	3	4.156							
Rs	I	Fe	2	2	Top_center	4	4.410							
Rs	I	Fe	2	2	Top_center	5	3.950							
Rs	I	Fe	2	3	Top_right	1	3.140							
Rs	I	Fe	2	3	Top_right	2	3.220							
Rs	I	Fe	2	3	Top_right	3	3.322							
Rs	I	Fe	2	3	Top_right	4	3.324							
Rs	I	Fe	2	3	Top_right	5	3.296							
Rs	I	Fe	2	4	Mid_left	1	2.733							
Rs	I	Fe	2	4	Mid_left	2	2.966							
Rs	I	Fe	2	4	Mid_left	3	2.817							
Rs	I	Fe	2	4	Mid_left	4	2.788							
Rs	I	Fe	2	4	Mid_left	5	2.822							
Rs	I	Fe	2	5	Mid_center	1								
Rs	I	Fe	2	5	Mid_center	2								
Rs	I	Fe	2	5	Mid_center	3								
Rs	I	Fe	2	5	Mid_center	4								
Rs	I	Fe	2	5	Mid_center	5								
Rs	I	Fe	2	6	Mid_right	1	3.476							
Rs	I	Fe	2	6	Mid_right	2	3.653							
Rs	I	Fe	2	6	Mid_right	3	2.966							
Rs	I	Fe	2	6	Mid_right	4	3.429							
Rs	I	Fe	2	6	Mid_right	5	3.391							
Rs	I	Fe	2	7	Bottom_left	1								
Rs	I	Fe	2	7	Bottom_left	2								
Rs	I	Fe	2	7	Bottom_left	3								
Rs	I	Fe	2	7	Bottom_left	4								
Rs	I	Fe	2	7	Bottom_left	5								
Rs	I	Fe	2	8	Bottom_center	1	2.883							
Rs	I	Fe	2	8	Bottom_center	2	2.883							
Rs	I	Fe	2	8	Bottom_center	3	2.713							
Rs	I	Fe	2	8	Bottom_center	4	2.713							
Rs	I	Fe	2	8	Bottom_center	5	2.729							
Rs	I	Fe	2	9	Bottom_right	1	3.140							
Rs	I	Fe	2	9	Bottom_right	2	3.309							
Rs	I	Fe	2	9	Bottom_right	3	2.798							
Rs	I	Fe	2	9	Bottom_right	4	2.767							
Rs	I	Fe	2	9	Bottom_right	5	3.153							
Rs	I	Fe	3	1	Top_left	1	3.070							
Rs	I	Fe	3	1	Top_left	2	3.081							
Rs	I	Fe	3	1	Top_left	3	2.294							
Rs	I	Fe	3	1	Top_left	4	2.583							
Rs	I	Fe	3	1	Top_left	5	2.802							
Rs	I	Fe	3	2	Top_center	1	4.279							
Rs	I	Fe	3	2	Top_center	2	4.099							
Rs	I	Fe	3	2	Top_center	3	4.099							
Rs	I	Fe	3	2	Top_center	4	4.160							
Rs	I	Fe	3	2	Top_center	5	4.215							
Rs	I	Fe	3	3	Top_right	1	3.070							
Rs	I	Fe	3	3	Top_right	2	3.140							
Rs	I	Fe	3	3	Top_right	3	2.717							
Rs	I	Fe	3	3	Top_right	4	3.136							
Rs	I	Fe	3	3	Top_right	5	3.177							
Rs	I	Fe	3	4	Mid_left	1	2.555							
Rs	I	Fe	3	4	Mid_left	2	2.628							
Rs	I	Fe	3	4	Mid_left	3	2.555							
Rs	I	Fe	3	4	Mid_left	4	2.427							
Rs	I	Fe	3	4	Mid_left	5	2.577							
Rs	I	Fe	3	5	Mid_center	1								
Rs	I	Fe	3	5	Mid_center	2								
Rs	I	Fe	3	5	Mid_center	3								
Rs	I	Fe	3	5	Mid_center	4								
Rs	I	Fe	3	5	Mid_center	5								
Rs	I	Fe	3	6	Mid_right	1	2.881							
Rs	I	Fe	3	6	Mid_right	2	2.971							
Rs	I	Fe	3	6	Mid_right	3	2.544							
Rs	I	Fe	3	6	Mid_right	4	2.611							
Rs	I	Fe	3	6	Mid_right	5	2.901							
Rs	I	Fe	3	7	Bottom_left	1								
Rs	I	Fe	3	7	Bottom_left	2								
Rs	I	Fe	3	7	Bottom_left	3								
Rs	I	Fe	3	7	Bottom_left	4								
Rs	I	Fe	3	7	Bottom_left	5								
Rs	I	Fe	3	8	Bottom_center	1	2.633							
Rs	I	Fe	3	8	Bottom_center	2	2.542							
Rs	I	Fe	3	8	Bottom_center	3	2.492							
Rs	I	Fe	3	8	Bottom_center	4	2.542							
Rs	I	Fe	3	8	Bottom_center	5	2.504							
Rs	I	Fe	3	9	Bottom_right	1	2.886							
Rs	I	Fe	3	9	Bottom_right	2	2.967							
Rs	I	Fe	3	9	Bottom_right	3	2.966							
Rs	I	Fe	3	9	Bottom_right	4	2.759							
Rs	I	Fe	3	9	Bottom_right	5	2.733							
