Well	Time	Temp	Mean	Stdev
B2	2100.3	22.1	0.334800005	0.109399997
B3	2100.3	22.1	0.416900009	0.103799999
B4	2100.3	22.1	0.424100012	0.108199999
B5	2100.3	22.1	0.328000009	0.110299997
B6	2100.3	22.1	0.324999988	0.106299996
B7	2100.3	22.1	0.39410001	0.1017
B8	2100.3	22.1	0.416700006	0.105300002
B9	2100.3	22.1	0.325100005	0.109499998
C1	2100.3	22.1	0.751900017	0.098899998
C10	2100.3	22.1	0.761200011	0.112000003
C11	2100.3	22.1	0.821099997	0.100500003
C12	2100.3	22.1	0.809000015	0.106700003
C2	2100.3	22.1	0.756799996	0.102700002
C3	2100.3	22.1	0.803799987	0.100100003
C4	2100.3	22.1	0.81279999	0.107100002
C5	2100.3	22.1	0.764100015	0.1105
C6	2100.3	22.1	0.76700002	0.113399997
C7	2100.3	22.1	0.818799973	0.113200001
C8	2100.3	22.1	0.820800006	0.110399999
C9	2100.3	22.1	0.763999999	0.109800003
D1	2100.3	22.1	0.74089998	0.100299999
D10	2100.3	22.1	0.745000005	0.103100002
D11	2100.3	22.1	0.801400006	0.099399999
D12	2100.3	22.1	0.789399981	0.0836
D2	2100.3	22.1	0.756799996	0.112300001
D3	2100.3	22.1	0.798300028	0.103699997
D4	2100.3	22.1	0.8028	0.105400003
D5	2100.3	22.1	0.754100025	0.1096
D6	2100.3	22.1	0.737299979	0.093400002
D7	2100.3	22.1	0.789900005	0.086900003
D8	2100.3	22.1	0.802100003	0.103699997
D9	2100.3	22.1	0.750699997	0.107299998
E1	2100.3	22.1	0.799799979	0.132499993
E10	2100.3	22.1	0.769699991	0.0801
E11	2100.3	22.1	0.869199991	0.152799994
E12	2100.3	22.1	0.792699993	0.044799998
E2	2100.3	22.1	0.726499975	0.122900002
E3	2100.3	22.1	0.842700005	0.120800003
E4	2100.3	22.1	0.813799977	0.136899993
E5	2100.3	22.1	0.799199998	0.139699996
E6	2100.3	22.1	0.838800013	0.097199999
E7	2100.3	22.1	0.879800022	0.143999994
E8	2100.3	22.1	0.845799983	0.175400004
E9	2100.3	22.1	0.793900013	0.088
F1	2100.3	22.1	0.819000006	0.103100002
F10	2100.3	22.1	0.914399981	0.100199997
F11	2100.3	22.1	0.823800027	0.085600004
F12	2100.3	22.1	0.839900017	0.095200002
F2	2100.3	22.1	0.75150001	0.068899997
F3	2100.3	22.1	0.770600021	0.068000004
F4	2100.3	22.1	0.820599973	0.100299999
F5	2100.3	22.1	0.913100004	0.1008
F6	2100.3	22.1	0.90259999	0.114699997
F7	2100.3	22.1	0.894200027	0.082699999
F8	2100.3	22.1	0.878300011	0.103299998
F9	2100.3	22.1	0.898100019	0.077100001
G1	2100.3	22.1	0.764999986	0.092
G10	2100.3	22.1	0.848800004	0.052299999
G11	2100.3	22.1	0.84829998	0.170900002
G11	2100.3	22.1	0.893700004	0.122900002
G12	2100.3	22.1	0.906799972	0.157000005
G2	2100.3	22.1	0.762899995	0.105899997
G3	2100.3	22.1	0.777999997	0.161799997
G5	2100.3	22.1	0.83920002	0.121200003
G6	2100.3	22.1	0.889400005	0.143000007
G7	2100.3	22.1	0.878799975	0.172700003
G8	2100.3	22.1	0.919799984	0.294499993
G9	2100.3	22.1	0.973800004	0.1228
A1	2400.3	22.3	0.347000003	0.136600003
A10	2400.3	22.3	0.3495	0.139699996
A11	2400.3	22.3	0.452100009	0.123499997
A12	2400.3	22.3	0.433200002	0.132100001
A2	2400.3	22.3	0.35589999	0.139799997
A3	2400.3	22.3	0.389400005	0.0625
A4	2400.3	22.3	0.4366	0.128600001
A5	2400.3	22.3	0.337000012	0.118500002
A6	2400.3	22.3	0.289000005	0.061000001
A7	2400.3	22.3	0.441199988	0.134399995
A8	2400.3	22.3	0.416399986	0.101400003
A9	2400.3	22.3	0.344700009	0.133699998
B1	2400.3	22.3	0.309700012	0.1131
B10	2400.3	22.3	0.317799985	0.109200001
B11	2400.3	22.3	0.418799996	0.086400002
B12	2400.3	22.3	0.400400013	0.087200001
B2	2400.3	22.3	0.334300011	0.109499998
B3	2400.3	22.3	0.420399994	0.110600002
B4	2400.3	22.3	0.420899987	0.107299998
B5	2400.3	22.3	0.329400003	0.111100003
B6	2400.3	22.3	0.324999988	0.105999999
B7	2400.3	22.3	0.393599987	0.103500001
B8	2400.3	22.3	0.415499985	0.105700001
B9	2400.3	22.3	0.324999988	0.108999997
C1	2400.3	22.3	0.747099996	0.099100001
C10	2400.3	22.3	0.7597	0.1109
C11	2400.3	22.3	0.820500016	0.101300001
C12	2400.3	22.3	0.808099985	0.102700002
C2	2400.3	22.3	0.754899979	0.101899996
C3	2400.3	22.3	0.801699996	0.096100003
C4	2400.3	22.3	0.810000002	0.106200002
C5	2400.3	22.3	0.761399984	0.111699998
C6	2400.3	22.3	0.762099981	0.114799999
C7	2400.3	22.3	0.816900015	0.1127
C8	2400.3	22.3	0.821699977	0.109499998
C9	2400.3	22.3	0.763300002	0.110399999
D1	2400.3	22.3	0.744300008	0.1061
D10	2400.3	22.3	0.743200004	0.101999998
D11	2400.3	22.3	0.800700009	0.101300001
D12	2400.3	22.3	0.784699976	0.085600004
D2	2400.3	22.3	0.754700005	0.110600002
D3	2400.3	22.3	0.799399972	0.103799999
D4	2400.3	22.3	0.801500022	0.107199997
D5	2400.3	22.3	0.755800009	0.110699996
D6	2400.3	22.3	0.735899985	0.093999997
D7	2400.3	22.3	0.789799988	0.087499999
D8	2400.3	22.3	0.801299989	0.101999998
D9	2400.3	22.3	0.745999992	0.105499998
E1	2400.3	22.3	0.816500008	0.130500004
E10	2400.3	22.3	0.766099989	0.077699997
E11	2400.3	22.3	0.870700002	0.147200003
E12	2400.3	22.3	0.797900021	0.034600001
E2	2400.3	22.3	0.72240001	0.117200002
E3	2400.3	22.3	0.845399976	0.119099997
E4	2400.3	22.3	0.819400012	0.135000005
E5	2400.3	22.3	0.797500014	0.135000005
E6	2400.3	22.3	0.84859997	0.128900006
E7	2400.3	22.3	0.878099978	0.136500001
E8	2400.3	22.3	0.845499992	0.177499995
E9	2400.3	22.3	0.788999975	0.083400004
F1	2400.3	22.3	0.819999993	0.108400002
F10	2400.3	22.3	0.892700016	0.065200001
F11	2400.3	22.3	0.823400021	0.086900003
F12	2400.3	22.3	0.83829999	0.0902
F2	2400.3	22.3	0.748099983	0.065800004
F3	2400.3	22.3	0.771300018	0.0682
F4	2400.3	22.3	0.903400004	0.073200002
F5	2400.3	22.3	0.891900003	0.068800002
F6	2400.3	22.3	0.897400022	0.0999
F7	2400.3	22.3	0.887499988	0.082599998
F8	2400.3	22.3	0.917200029	0.083300002
F9	2400.3	22.3	0.894800007	0.077799998
G1	2400.3	22.3	0.764199972	0.097499996
G10	2400.3	22.3	0.84920001	0.054200001
G11	2400.3	22.3	0.88440001	0.115099996
G12	2400.3	22.3	0.849900007	0.170100003
G12	2400.3	22.3	0.908900023	0.158500001
G2	2400.3	22.3	0.766200006	0.114699997
G3	2400.3	22.3	0.780399978	0.165099993
G5	2400.3	22.3	0.838199973	0.117899999
G6	2400.3	22.3	0.887600005	0.141900003
G7	2400.3	22.3	0.877799988	0.168899998
G8	2400.3	22.3	0.985800028	0.086199999
G9	2400.3	22.3	0.971400023	0.120800003
A1	2700.3	22.4	0.346599996	0.136000007
A10	2700.3	22.4	0.3495	0.139699996
A11	2700.3	22.4	0.453200012	0.127800003
A12	2700.3	22.4	0.429899991	0.130899996
A2	2700.3	22.4	0.354699999	0.139400005
A3	2700.3	22.4	0.363099992	0.039799999
A4	2700.3	22.4	0.436100006	0.129700005
A5	2700.3	22.4	0.339399993	0.121200003
A6	2700.3	22.4	0.287200004	0.058699999
A7	2700.3	22.4	0.439999998	0.134299994
A8	2700.3	22.4	0.418300003	0.104800001
A9	2700.3	22.4	0.344999999	0.133200005
B1	2700.3	22.4	0.309599996	0.112099998
B10	2700.3	22.4	0.318399996	0.111000001
B11	2700.3	22.4	0.416299999	0.087300003
B12	2700.3	22.4	0.396299988	0.084399998
B2	2700.3	22.4	0.333900005	0.109300002
B3	2700.3	22.4	0.413500011	0.103
B4	2700.3	22.4	0.420100003	0.108499996
B5	2700.3	22.4	0.329299986	0.110699996
B6	2700.3	22.4	0.326200008	0.106600001
B7	2700.3	22.4	0.3926	0.103299998
B8	2700.3	22.4	0.414299995	0.106700003
B9	2700.3	22.4	0.326400012	0.109800003
C1	2700.3	22.4	0.744300008	0.1008
C10	2700.3	22.4	0.75999999	0.112300001
C11	2700.3	22.4	0.820900023	0.104900002
C12	2700.3	22.4	0.808000028	0.1074
C2	2700.3	22.4	0.753899992	0.103600003
C3	2700.3	22.4	0.802100003	0.097199999
C4	2700.3	22.4	0.809099972	0.106200002
C5	2700.3	22.4	0.757700026	0.111599997
C6	2700.3	22.4	0.762600005	0.112599999
C7	2700.3	22.4	0.816399992	0.1118
C8	2700.3	22.4	0.82069999	0.111199997
C9	2700.3	22.4	0.761099994	0.110399999
D1	2700.3	22.4	0.743499994	0.108999997
D10	2700.3	22.4	0.74150002	0.101800002
D11	2700.3	22.4	0.800000012	0.101400003
D12	2700.3	22.4	0.786800027	0.0823
D2	2700.3	22.4	0.75150001	0.1118
D3	2700.3	22.4	0.800300002	0.106399998
D4	2700.3	22.4	0.800899982	0.108599998
D5	2700.3	22.4	0.752300024	0.110200003
D6	2700.3	22.4	0.736899972	0.0955
D7	2700.3	22.4	0.789300025	0.088
D8	2700.3	22.4	0.800599992	0.1021
D9	2700.3	22.4	0.745999992	0.1065
E1	2700.3	22.4	0.82099998	0.130999997
E10	2700.3	22.4	0.76700002	0.0722
E11	2700.3	22.4	0.868300021	0.145600006
E12	2700.3	22.4	0.79549998	0.0328
E2	2700.3	22.4	0.72299999	0.1149
E3	2700.3	22.4	0.844099998	0.122000001
E4	2700.3	22.4	0.817300022	0.1338
E5	2700.3	22.4	0.794799984	0.137199998
E6	2700.3	22.4	0.834200025	0.097999997
E7	2700.3	22.4	0.876299977	0.136399999
E8	2700.3	22.4	0.843500018	0.173099995
E9	2700.3	22.4	0.787599981	0.080799997
F1	2700.3	22.4	0.820100009	0.112199999
F10	2700.3	22.4	0.888499975	0.0603
F11	2700.3	22.4	0.821699977	0.084600002
F12	2700.3	22.4	0.836899996	0.088
F2	2700.3	22.4	0.748899996	0.070299998
F3	2700.3	22.4	0.772300005	0.071099997
F4	2700.3	22.4	0.854700029	0.180600002
F5	2700.3	22.4	0.890699983	0.073399998
F6	2700.3	22.4	0.890900016	0.084799998
F7	2700.3	22.4	0.887199998	0.086199999
F8	2700.3	22.4	0.915300012	0.133699998
F9	2700.3	22.4	0.89349997	0.076700002
G1	2700.3	22.4	0.763800025	0.0964
G10	2700.3	22.4	0.847199976	0.052099999
G11	2700.3	22.4	0.878000021	0.120999999
G12	2700.3	22.4	0.908200026	0.157800004
G13	2700.3	22.4	0.851199985	0.170699999
G2	2700.3	22.4	0.764699996	0.1074
G3	2700.3	22.4	0.779600024	0.163000003
G5	2700.3	22.4	0.929700017	0.192499995
G6	2700.3	22.4	0.887499988	0.144800007
G7	2700.3	22.4	0.882099986	0.172700003
G8	2700.3	22.4	0.903900027	0.301400006
G9	2700.3	22.4	0.915499985	0.075300001
A1	3000.4	22.6	0.345099986	0.135800004
A10	3000.4	22.6	0.348800004	0.140200004
A11	3000.4	22.6	0.451400012	0.126499996
A12	3000.4	22.6	0.430299997	0.132799998
A2	3000.4	22.6	0.354200006	0.138899997
A3	3000.4	22.6	0.368299991	0.045000002
A4	3000.4	22.6	0.433600008	0.128700003
A5	3000.4	22.6	0.346399993	0.130400002
A6	3000.4	22.6	0.286799997	0.057500001
A7	3000.4	22.6	0.439399987	0.135499999
A8	3000.4	22.6	0.41870001	0.107100002
A9	3000.4	22.6	0.344900012	0.133200005
B1	3000.4	22.6	0.310499996	0.114600003
B10	3000.4	22.6	0.318500012	0.110699996
B11	3000.4	22.6	0.416799992	0.082699999
B12	3000.4	22.6	0.395099998	0.084600002
B2	3000.4	22.6	0.334699988	0.109999999
B3	3000.4	22.6	0.414299995	0.104699999
B4	3000.4	22.6	0.419099987	0.107900001
B5	3000.4	22.6	0.329600006	0.111000001
B6	3000.4	22.6	0.326799989	0.107299998
B7	3000.4	22.6	0.389999986	0.101599999
B8	3000.4	22.6	0.413199991	0.107699998
B9	3000.4	22.6	0.325100005	0.109399997
C1	3000.4	22.6	0.747399986	0.096900001
C10	3000.4	22.6	0.756399989	0.112199999
C11	3000.4	22.6	0.818499982	0.100199997
C12	3000.4	22.6	0.806999981	0.1074
C2	3000.4	22.6	0.753199995	0.102300003
C3	3000.4	22.6	0.801299989	0.096500002
C4	3000.4	22.6	0.810299993	0.107600003
C5	3000.4	22.6	0.758000016	0.112499997
C6	3000.4	22.6	0.762700021	0.113399997
C7	3000.4	22.6	0.814499974	0.112199999
C8	3000.4	22.6	0.819100022	0.111299999
C9	3000.4	22.6	0.760100007	0.109200001
D1	3000.4	22.6	0.743399978	0.110100001
D10	3000.4	22.6	0.742299974	0.102700002
D11	3000.4	22.6	0.798600018	0.098899998
D12	3000.4	22.6	0.785300016	0.086599998
D2	3000.4	22.6	0.752399981	0.111900002
D3	3000.4	22.6	0.798699975	0.105999999
D4	3000.4	22.6	0.801299989	0.108199999
D5	3000.4	22.6	0.752099991	0.112899996
D6	3000.4	22.6	0.735800028	0.096000001
D7	3000.4	22.6	0.789300025	0.091899998
D8	3000.4	22.6	0.800100029	0.106200002
D9	3000.4	22.6	0.745400012	0.1061
E1	3000.4	22.6	0.819599986	0.126800001
E10	3000.4	22.6	0.763199985	0.073899999
E11	3000.4	22.6	0.869499981	0.150800005
E12	3000.4	22.6	0.794399977	0.0294
E2	3000.4	22.6	0.722000003	0.113600001
E3	3000.4	22.6	0.843500018	0.121299997
E4	3000.4	22.6	0.822700024	0.138099998
E5	3000.4	22.6	0.796999991	0.136700004
E6	3000.4	22.6	0.833100021	0.097400002
E7	3000.4	22.6	0.87559998	0.143299997
E8	3000.4	22.6	0.844200015	0.190200001
E9	3000.4	22.6	0.790499985	0.077699997
F1	3000.4	22.6	0.817399979	0.111199997
F10	3000.4	22.6	0.885900021	0.063299999
F11	3000.4	22.6	0.820100009	0.084899999
F12	3000.4	22.6	0.839399993	0.084799998
F2	3000.4	22.6	0.74849999	0.066399999
F3	3000.4	22.6	0.769900024	0.064900003
F4	3000.4	22.6	0.901899993	0.089699998
F5	3000.4	22.6	0.887000024	0.0601
F6	3000.4	22.6	0.882200003	0.065399997
F7	3000.4	22.6	0.884000003	0.087399997
F8	3000.4	22.6	0.936100006	0.108800001
F9	3000.4	22.6	0.889900029	0.067900002
G1	3000.4	22.6	0.765699983	0.098200001
G10	3000.4	22.6	0.846899986	0.057500001
G11	3000.4	22.6	0.875100017	0.122400001
G12	3000.4	22.6	0.907400012	0.156499997
G14	3000.4	22.6	0.850899994	0.172299996
G2	3000.4	22.6	0.770099998	0.107299998
G3	3000.4	22.6	0.778100014	0.159700006
G5	3000.4	22.6	0.958899975	0.181700006
G6	3000.4	22.6	0.884000003	0.148100004
G7	3000.4	22.6	0.890399992	0.188199997
G8	3000.4	22.6	0.889699996	0.0792
G9	3000.4	22.6	0.928900003	0.238700002
A1	3300.4	22.8	0.346700013	0.137199998
A10	3300.4	22.8	0.348699987	0.140100002
A11	3300.4	22.8	0.452399999	0.129700005
A12	3300.4	22.8	0.4287	0.131500006
A2	3300.4	22.8	0.353700012	0.137899995
A3	3300.4	22.8	0.358099997	0.038800001
A4	3300.4	22.8	0.435600013	0.133599997
A5	3300.4	22.8	0.344399989	0.128299996
A6	3300.4	22.8	0.290300012	0.062700003
A7	3300.4	22.8	0.437700003	0.134000003
A8	3300.4	22.8	0.418300003	0.109499998
A9	3300.4	22.8	0.344500005	0.133499995
B1	3300.4	22.8	0.310600013	0.111599997
B10	3300.4	22.8	0.318500012	0.110699996
B11	3300.4	22.8	0.414600015	0.086099997
B12	3300.4	22.8	0.393999994	0.0845
B2	3300.4	22.8	0.334600002	0.109800003
B3	3300.4	22.8	0.415100008	0.106200002
B4	3300.4	22.8	0.418000013	0.109099999
B5	3300.4	22.8	0.329400003	0.111900002
B6	3300.4	22.8	0.325899988	0.107199997
B7	3300.4	22.8	0.389899999	0.101999998
B8	3300.4	22.8	0.413300008	0.108099997
B9	3300.4	22.8	0.325199991	0.110600002
C1	3300.4	22.8	0.746500015	0.097999997
C10	3300.4	22.8	0.757399976	0.113899998
C11	3300.4	22.8	0.818700016	0.103799999
C12	3300.4	22.8	0.808300018	0.108900003
C2	3300.4	22.8	0.751399994	0.102399997
C3	3300.4	22.8	0.800000012	0.096699998
C4	3300.4	22.8	0.806900024	0.104400001
C5	3300.4	22.8	0.760699987	0.115800001
C6	3300.4	22.8	0.761900008	0.114699997
C7	3300.4	22.8	0.814899981	0.1118
C8	3300.4	22.8	0.818899989	0.111000001
C9	3300.4	22.8	0.760999978	0.114100002
D1	3300.4	22.8	0.744400024	0.110699996
D10	3300.4	22.8	0.740700006	0.1008
D11	3300.4	22.8	0.799600005	0.101199999
D12	3300.4	22.8	0.787400007	0.084299996
D2	3300.4	22.8	0.75059998	0.112099998
D3	3300.4	22.8	0.797399998	0.104599997
D4	3300.4	22.8	0.799300015	0.107600003
D5	3300.4	22.8	0.752200007	0.108400002
D6	3300.4	22.8	0.734700024	0.092699997
D7	3300.4	22.8	0.789300025	0.0867
D8	3300.4	22.8	0.800700009	0.103600003
D9	3300.4	22.8	0.744400024	0.106299996
E1	3300.4	22.8	0.816799998	0.111699998
E10	3300.4	22.8	0.762600005	0.067299999
E11	3300.4	22.8	0.866699994	0.148000002
E12	3300.4	22.8	0.799000025	0.0288
E2	3300.4	22.8	0.718900025	0.108499996
E3	3300.4	22.8	0.842999995	0.120800003
E4	3300.4	22.8	0.821699977	0.139200002
E5	3300.4	22.8	0.799300015	0.137999997
E6	3300.4	22.8	0.835200012	0.095399998
E7	3300.4	22.8	0.875500023	0.139500007
E8	3300.4	22.8	0.842499971	0.190699995
E9	3300.4	22.8	0.787400007	0.086199999
F1	3300.4	22.8	0.817099988	0.112899996
F10	3300.4	22.8	0.887300014	0.0656
F11	3300.4	22.8	0.817799985	0.082000002
F12	3300.4	22.8	0.834500015	0.084700003
F2	3300.4	22.8	0.746399999	0.063199997
F3	3300.4	22.8	0.771499991	0.07
F4	3300.4	22.8	0.847899973	0.175099999
F5	3300.4	22.8	0.883300006	0.056200001
F6	3300.4	22.8	0.878799975	0.0603
F7	3300.4	22.8	0.880800009	0.080799997
F8	3300.4	22.8	0.92900002	0.129700005
F9	3300.4	22.8	0.888899982	0.066500001
G1	3300.4	22.8	0.764199972	0.097599998
G10	3300.4	22.8	0.846199989	0.0546
G11	3300.4	22.8	0.870100021	0.126100004
G12	3300.4	22.8	0.905300021	0.155200005
G15	3300.4	22.8	0.850199997	0.173299998
G2	3300.4	22.8	0.765500009	0.102300003
G3	3300.4	22.8	0.782100022	0.165700004
G5	3300.4	22.8	0.960300028	0.180099994
G6	3300.4	22.8	0.886900008	0.145899996
G7	3300.4	22.8	0.899800003	0.213599995
G8	3300.4	22.8	0.994899988	0.153999999
G9	3300.4	22.8	0.927200019	0.237100005
A1	3600.5	22.9	0.344900012	0.135199994
A10	3600.5	22.9	0.348800004	0.140100002
A11	3600.5	22.9	0.453000009	0.131500006
A12	3600.5	22.9	0.42899999	0.133399993
A2	3600.5	22.9	0.354099989	0.138600007
A3	3600.5	22.9	0.35679999	0.0418
A4	3600.5	22.9	0.436300009	0.134299994
A5	3600.5	22.9	0.337799996	0.121600002
A6	3600.5	22.9	0.292100012	0.064300001
A7	3600.5	22.9	0.438199997	0.1338
A8	3600.5	22.9	0.420300007	0.114600003
A9	3600.5	22.9	0.344999999	0.134000003
B1	3600.5	22.9	0.311500013	0.111199997
B10	3600.5	22.9	0.318800002	0.110100001
B11	3600.5	22.9	0.412900001	0.084700003
B12	3600.5	22.9	0.393099993	0.0854
B2	3600.5	22.9	0.335700005	0.108999997
B3	3600.5	22.9	0.413899988	0.105700001
B4	3600.5	22.9	0.418000013	0.109300002
B5	3600.5	22.9	0.32949999	0.1118
B6	3600.5	22.9	0.327600002	0.108099997
B7	3600.5	22.9	0.389999986	0.102300003
B8	3600.5	22.9	0.412999988	0.108199999
B9	3600.5	22.9	0.324900001	0.109999999
C1	3600.5	22.9	0.745500028	0.1008
C10	3600.5	22.9	0.757700026	0.113799997
C11	3600.5	22.9	0.818499982	0.103600003
C12	3600.5	22.9	0.808899999	0.108499996
C2	3600.5	22.9	0.752799988	0.102200001
C3	3600.5	22.9	0.801800013	0.096600004
C4	3600.5	22.9	0.808700025	0.1052
C5	3600.5	22.9	0.757499993	0.112499997
C6	3600.5	22.9	0.762000024	0.115000002
C7	3600.5	22.9	0.817600012	0.113700002
C8	3600.5	22.9	0.819899976	0.112499997
C9	3600.5	22.9	0.758000016	0.1109
D1	3600.5	22.9	0.744300008	0.112000003
D10	3600.5	22.9	0.740100026	0.102499999
D11	3600.5	22.9	0.801199973	0.0999
D12	3600.5	22.9	0.787500024	0.0854
D2	3600.5	22.9	0.751800001	0.113399997
D3	3600.5	22.9	0.798500001	0.105599999
D4	3600.5	22.9	0.800700009	0.1096
D5	3600.5	22.9	0.752399981	0.112300001
D6	3600.5	22.9	0.736800015	0.091700003
D7	3600.5	22.9	0.789300025	0.090300001
D8	3600.5	22.9	0.801199973	0.104599997
D9	3600.5	22.9	0.745299995	0.107299998
E1	3600.5	22.9	0.818799973	0.114100002
E10	3600.5	22.9	0.761500001	0.071599998
E11	3600.5	22.9	0.865700006	0.148499995
E12	3600.5	22.9	0.796999991	0.0284
E2	3600.5	22.9	0.721899986	0.110399999
E3	3600.5	22.9	0.841000021	0.1149
E4	3600.5	22.9	0.820200026	0.136700004
E5	3600.5	22.9	0.790400028	0.135700002
E6	3600.5	22.9	0.831799984	0.098999999
E7	3600.5	22.9	0.876100004	0.142199993
E8	3600.5	22.9	0.843200028	0.188099995
E9	3600.5	22.9	0.785099983	0.083099999
F1	3600.5	22.9	0.817200005	0.114500001
F10	3600.5	22.9	0.883700013	0.066500001
F11	3600.5	22.9	0.817799985	0.0814
F12	3600.5	22.9	0.829200029	0.079499997
F2	3600.5	22.9	0.747500002	0.067500003
F3	3600.5	22.9	0.770099998	0.0634
F4	3600.5	22.9	0.863600016	0.0845
F5	3600.5	22.9	0.881900012	0.061500002
F6	3600.5	22.9	0.879400015	0.071999997
F7	3600.5	22.9	0.880699992	0.085699998
F8	3600.5	22.9	0.926199973	0.127299994
F9	3600.5	22.9	0.885599971	0.067500003
G1	3600.5	22.9	0.764500022	0.100900002
G10	3600.5	22.9	0.848100007	0.053300001
G11	3600.5	22.9	0.930999994	0.211199999
G12	3600.5	22.9	0.906400025	0.155200005
G16	3600.5	22.9	0.851999998	0.171399996
G2	3600.5	22.9	0.766700029	0.106200002
G3	3600.5	22.9	0.790400028	0.136500001
G5	3600.5	22.9	0.967199981	0.179299995
G6	3600.5	22.9	0.883099973	0.151999995
G7	3600.5	22.9	0.901499987	0.212899998
G8	3600.5	22.9	0.973999977	0.058400001
G9	3600.5	22.9	0.925499976	0.089199997
A1	3900.5	23	0.344300002	0.134900004
A10	3900.5	23	0.3486	0.141100004
A11	3900.5	23	0.451799989	0.131099999
A12	3900.5	23	0.42750001	0.133399993
A2	3900.5	23	0.353100002	0.1382
A3	3900.5	23	0.356000006	0.041499998
A4	3900.5	23	0.43720001	0.136000007
A5	3900.5	23	0.344900012	0.128900006
A6	3900.5	23	0.288700014	0.060699999
A7	3900.5	23	0.4375	0.136500001
A8	3900.5	23	0.418799996	0.114200003
A9	3900.5	23	0.344799995	0.133699998
B1	3900.5	23	0.311100006	0.109899998
B10	3900.5	23	0.319099993	0.111199997
B11	3900.5	23	0.41049999	0.082800001
B12	3900.5	23	0.39199999	0.084600002
B2	3900.5	23	0.336499989	0.110299997
B3	3900.5	23	0.416299999	0.103600003
B4	3900.5	23	0.417100012	0.108800001
B5	3900.5	23	0.3292	0.1118
B6	3900.5	23	0.327600002	0.108199999
B7	3900.5	23	0.389200002	0.102499999
B8	3900.5	23	0.412400007	0.108499996
B9	3900.5	23	0.325599998	0.110799998
C1	3900.5	23	0.744199991	0.100000001
C10	3900.5	23	0.755699992	0.112199999
C11	3900.5	23	0.819599986	0.105400003
C12	3900.5	23	0.806900024	0.110299997
C2	3900.5	23	0.752499998	0.101400003
C3	3900.5	23	0.799199998	0.099100001
C4	3900.5	23	0.808600008	0.1052
C5	3900.5	23	0.757099986	0.114200003
C6	3900.5	23	0.762300014	0.117700003
C7	3900.5	23	0.815599978	0.113300003
C8	3900.5	23	0.817799985	0.111599997
C9	3900.5	23	0.756600022	0.108999997
D1	3900.5	23	0.743700027	0.1109
D10	3900.5	23	0.741400003	0.101000004
D11	3900.5	23	0.799300015	0.1021
D12	3900.5	23	0.784799993	0.086599998
D2	3900.5	23	0.752499998	0.115699999
D3	3900.5	23	0.801199973	0.109800003
D4	3900.5	23	0.801299989	0.110699996
D5	3900.5	23	0.752200007	0.111500002
D6	3900.5	23	0.73360002	0.093500003
D7	3900.5	23	0.789799988	0.091499999
D8	3900.5	23	0.800800025	0.104999997
D9	3900.5	23	0.745500028	0.108199999
E1	3900.5	23	0.815199971	0.109899998
E10	3900.5	23	0.759500027	0.073600002
E11	3900.5	23	0.865700006	0.147699997
E12	3900.5	23	0.79549998	0.0253
E2	3900.5	23	0.722800016	0.111500002
E3	3900.5	23	0.840300024	0.117299996
E4	3900.5	23	0.816600025	0.138400003
E5	3900.5	23	0.788299978	0.136700004
E6	3900.5	23	0.831200004	0.105300002
E7	3900.5	23	0.87470001	0.145799994
E8	3900.5	23	0.843999982	0.1963
E9	3900.5	23	0.784699976	0.084700003
F1	3900.5	23	0.814499974	0.112400003
F10	3900.5	23	0.882499993	0.067000002
F11	3900.5	23	0.817799985	0.084700003
F12	3900.5	23	0.829699993	0.082199998
F2	3900.5	23	0.746599972	0.0634
F3	3900.5	23	0.770399988	0.062899999
F4	3900.5	23	0.855000019	0.085000001
F5	3900.5	23	0.881799996	0.058800001
F6	3900.5	23	0.879400015	0.064800002
F7	3900.5	23	0.877200007	0.083999999
F8	3900.5	23	0.927999973	0.126100004
F9	3900.5	23	0.88499999	0.0638
G1	3900.5	23	0.765299976	0.098700002
G10	3900.5	23	0.901799977	0.225299999
G11	3900.5	23	0.938000023	0.209999993
G12	3900.5	23	0.904100001	0.154799998
G17	3900.5	23	0.851300001	0.177300006
G2	3900.5	23	0.764800012	0.1021
G3	3900.5	23	0.780200005	0.158700004
G5	3900.5	23	0.968500018	0.181899995
G6	3900.5	23	0.877499998	0.156100005
G7	3900.5	23	0.90200001	0.207499996
G8	3900.5	23	0.970000029	0.0469
G9	3900.5	23	0.926199973	0.092399999
A1	4200.5	23.1	0.343100011	0.134900004
A10	4200.5	23.1	0.3486	0.140499994
A11	4200.5	23.1	0.451599985	0.132499993
A12	4200.5	23.1	0.425799996	0.131699994
A2	4200.5	23.1	0.354099989	0.139699996
A3	4200.5	23.1	0.364100009	0.050999999
A4	4200.5	23.1	0.438600004	0.137799993
A5	4200.5	23.1	0.338499993	0.122900002
A6	4200.5	23.1	0.284500003	0.056299999
A7	4200.5	23.1	0.436199993	0.135199994
A8	4200.5	23.1	0.420100003	0.117899999
A9	4200.5	23.1	0.345299989	0.134900004
B1	4200.5	23.1	0.31400001	0.108499996
B10	4200.5	23.1	0.320600003	0.111599997
B11	4200.5	23.1	0.4111	0.081799999
B12	4200.5	23.1	0.389499992	0.082400002
B2	4200.5	23.1	0.336299986	0.1105
B3	4200.5	23.1	0.412900001	0.106299996
B4	4200.5	23.1	0.415800005	0.109200001
B5	4200.5	23.1	0.328799993	0.111199997
B6	4200.5	23.1	0.327699989	0.109200001
