Well	Value	Measurement_mode	Measurement_wavelength	Measurement_time	Filename
E6	642	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
E7	733	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
E8	801	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
E9	701	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
E10	824	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
E11	754	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
E12	2450	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
F1	1713	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
F2	799	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
F3	696	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
F4	781	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
F5	862	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
F6	629	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
F7	702	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
F8	772	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
F9	744	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
F10	790	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
F11	838	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
F12	2001	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
G1	2229	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
G2	1210	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
G3	949	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
G4	909	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
G5	962	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
G6	936	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
G7	1540	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
G8	966	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
G9	1034	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
G10	971	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
G11	1049	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
G12	2507	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
H1	2012	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
H2	1649	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
H3	1596	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
H4	1652	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
H5	1582	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
H6	1847	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
H7	2288	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
H8	2554	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
H9	2068	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
H10	2090	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
H11	2244	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
H12	1327	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 14:51:48	P99_Rs.xlsx
A1	0.0816	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
A2	0.0827	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
A3	0.089	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
A4	0.0822	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
A5	0.0824	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
A6	0.0827	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
A7	0.0828	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
A8	0.0813	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
A9	0.0817	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
A10	0.0826	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
A11	0.0831	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
A12	0.0821	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
B1	0.0819	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
B2	1.0425	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
B3	1.0103	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
B4	1.009	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
B5	0.9903	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
B6	0.9067	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
B7	0.9788	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
B8	1.0489	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
B9	0.9845	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
B10	1.0662	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
B11	1.0608	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
B12	0.0821	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
C1	0.0819	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
C2	1.0034	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
C3	1.07	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
C4	0.9488	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
C5	0.9623	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
C6	0.9335	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
C7	1.0067	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
C8	0.9846	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
C9	0.9955	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
C10	0.8348	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
C11	1.2832	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
C12	0.0826	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
D1	0.0824	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
D2	1.0034	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
D3	1.1139	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
D4	0.9648	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
D5	0.8899	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
D6	0.9856	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
D7	0.9757	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
D8	1.0115	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
D9	1.1207	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
D10	0.9962	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
D11	1.0596	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
D12	0.0823	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
E1	0.0818	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
E2	1.1305	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
E3	0.9781	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
E4	0.9382	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
E5	0.983	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
E6	0.9924	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
E7	0.9974	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
E8	0.9886	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
E9	0.9704	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
E10	1.0529	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
E11	0.98	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
E12	0.0823	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
F1	0.0822	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
F2	1.0428	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
F3	0.9949	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
F4	0.9976	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
F5	0.9928	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
F6	0.9648	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
F7	0.9661	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
F8	1.003	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
F9	0.9851	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
F10	0.9989	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
F11	1.0298	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
F12	0.0816	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
G1	0.0822	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
G2	1.1541	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
G3	1.0929	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
G4	0.897	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
G5	1.053	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
G6	1.0846	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
G7	1.0567	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
G8	1.018	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
G9	0.9002	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
G10	0.9734	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
G11	1.1312	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
G12	0.0821	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
H1	0.0822	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
H2	0.0828	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
H3	0.0827	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
H4	0.082	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
H5	0.0814	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
H6	0.0825	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
H7	0.0818	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
H8	0.0824	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
H9	0.0815	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
H10	0.0819	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
H11	0.0822	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
H12	0.0831	Absorbance	600	2020-01-24 15:37:30	P100.xlsx
A1	155	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
A2	126	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
A3	115	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
A4	126	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
A5	116	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
A6	115	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
A7	138	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
A8	131	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
A9	143	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
A10	121	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
A11	117	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
A12	148	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
B1	142	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
B2	347	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
B3	390	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
B4	387	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
B5	359	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
B6	380	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
B7	338	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
B8	355	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
B9	317	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
B10	359	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
B11	366	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
B12	136	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
C1	145	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
C2	350	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
C3	308	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
C4	321	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
C5	301	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
C6	345	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
C7	320	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
C8	335	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
C9	334	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
C10	520	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
C11	333	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
C12	130	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
D1	128	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
D2	410	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
D3	314	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
D4	306	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
D5	305	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
D6	318	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
D7	300	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
D8	316	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
D9	282	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
D10	311	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
D11	410	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
D12	133	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
E1	140	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
E2	354	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
E3	314	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
E4	304	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
E5	290	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
E6	320	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
E7	319	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
E8	288	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
E9	299	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
E10	348	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
E11	383	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
E12	128	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
F1	149	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
F2	349	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
F3	322	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
F4	303	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
F5	309	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
F6	328	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
F7	280	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
F8	302	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
F9	309	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
F10	344	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
F11	344	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
F12	136	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
G1	144	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
G2	298	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
G3	344	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
G4	440	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
G5	380	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
G6	368	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
G7	338	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
G8	317	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
G9	249	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
G10	431	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
G11	333	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
G12	124	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
H1	130	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
H2	155	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
H3	137	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
H4	143	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
H5	137	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
H6	130	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
H7	127	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
H8	129	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
H9	139	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
H10	130	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
H11	133	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
H12	141	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:38:26	P100.xlsx
A1	76	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
A2	65	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
A3	71	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
A4	64	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
A5	55	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
A6	73	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
A7	66	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
A8	66	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
A9	69	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
A10	75	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
A11	73	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
A12	60	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
B1	72	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
B2	525	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
B3	600	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
B4	636	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
B5	501	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
B6	605	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
B7	492	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
B8	526	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
B9	495	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
B10	584	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
B11	551	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
B12	73	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
C1	73	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
C2	539	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
C3	464	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
C4	467	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
C5	465	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
C6	515	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
C7	480	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
C8	492	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
C9	495	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
C10	934	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
C11	531	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
C12	72	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
D1	75	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
D2	698	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
D3	469	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
D4	441	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
D5	429	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
D6	498	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
D7	452	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
D8	457	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
D9	421	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
D10	485	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
D11	711	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
D12	61	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
E1	70	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
E2	535	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
E3	504	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
E4	379	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
E5	434	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
E6	505	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
E7	438	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
E8	434	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
E9	467	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
E10	519	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
E11	608	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
E12	76	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
F1	73	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
F2	507	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
F3	497	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
F4	484	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
F5	518	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
F6	501	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
F7	451	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
F8	510	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
F9	454	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
F10	481	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
F11	555	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
F12	85	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
G1	81	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
G2	468	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:39:03	P100.xlsx
